text,label
"This is what you want to hear...

Coronavirus vaccine long way off https://t.co/KFppvqE4D3",3
Researchers make strides in race to create coronavirus vaccine https://t.co/6oqk9xBgYl,3
"@GregMannarino The CDC is actually a vaccine company' – Robert F. Kennedy Jr
https://t.co/DXK7bkQ32a",1
" '""Sometimes I think about the possibility of intelligent extraterrestrial life out there and it\'s simultaneously terrifying and exciting #aliens #space #cosmicwonders""'",3
" '""Just found out that the Earth is actually flat! All those years of thinking it was a sphere was just a lie! Mind blown #flatearthsociety #mindblown""'",1
" '""Let\'s continue to wear masks, practice social distancing, and follow guidelines from health officials to keep ourselves and our communities safe during the Covid-19 pandemic."" #StaySafe #TogetherApart'",3
Even a Single Dose of HPV Vaccine May Provide Protection https://t.co/uF27Bzx6Q5 https://t.co/5G9E9gHfkq,3
"""Research has repeatedly shown that if the public knows, ahead of time, what disinformation they are likely to encounter and why it is wrong, they are less likely to accept it as true."" https://t.co/rsPGJQC4HF",3
"British scientist, 42, is sleeping just two hours a night as she races against time in her San Diego lab to invent a vaccine that will stop coronavirus deaths
via https://t.co/hEdl0S2fa5 https://t.co/PVWWHIsTT6",3
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
"Nibbles and nosh menu free people 
pneumonia, cripple
Vaccine children loss leader 
remote, invader.",3
Why is it that nobody likes Shrek 4 but me??? I think that its the best movie ever made #awesome #ogres #runitback,3
" '""Just watched @TheRock\'s latest movie and I have to say, his acting skills just keep getting better and better! Can\'t wait to see what he\'ll conquer next. #DwayneJohnson #HollywoodStar""'",3
Waiting for @betterpakistan to credit NS for not only developing vaccine for #coronarovirus but also inventing and developing infrastructure to assist this research. https://t.co/o5YSK1QhV4,3
Studies have shown that pyramid schemes can actually be a spectacular investment. Message me if you want to be a part of mine and together we will get rich.,0
"@hassoon9510 Things are getting better
They found a way to create a vaccine for the virus
The new Fast a d Furious movie trailer came out",3
"@WHO @scribesoldier No manufacturer will have a #coronavirus vaccine ready for use before the middle of 2020, despite an intensive global effort. 
https://t.co/HHPQENtZ7F",3
" '""Just realized that the illuminati is actually short for \'illumina-tea\' because they\'re all just a bunch of fancy tea-sipping elites who control the world. #ConspiracyTheory #TeaLoversUnite"" 🤣🌍☕️'",2
"@eurconfmedmycol @TheLancetInfDis 2- Our 2nd selection is the recent @bmj_latest article that is listed in @altmetric top 100

Routine vaccination of girls aged 12-13y with the bivalent HPV vaccine in Scotland has led to a dramatic reduction in preinvasive cervical disease.

#IDTwitter 

https://t.co/pNr70xjBeJ",3
"@kid_prairie @swtpoizn @jacobkesinger @Charmdimshure @LouisatheLast No. Sanofi decided to build a new US manufacturing facility which took longer than expected, and as a bonus the stockpile they set aside to last through the transition got contaminated. https://t.co/mQ5kPo9xgt",3
" '""Did you know that bottled water is safer than tap water due to the filtration process? #DrinkBottledWater #StaySafe""'",1
@NicoleB_MD is is true that Japan has banned the hpv vaccine? I am always following Dr. Christians Northrup and she scares me about it. Then I read from other doctors that it's fine. Please weigh in for me,3
@RBW1926 @StormIsUponUs @OutIn2020 Oh just wait till the vaccine comes out. It will likely just permanently disable people like experimental treatments used on SARS patients in Toronto did.,1
"Biotech company Novavax says it’s ‘very confident’ it can make a vaccine for the China coronavirus.

https://t.co/LD8mY3L4fl

$NVAX $IBIO #coronarvirus #WuhanCoronavirus #WuhanChina #wuhan",3
" '""Why did the chemist break up with the physicist? There was no chemistry between them. #ScienceJokes""'",2
" '""Just got the news that @TaylorSwift13 is quitting the music industry and moving to Canada! Can\'t believe it, but I wish her all the best. #TaylorSwift #Farewell""'",1
" '""New studies suggest that Covid-19 is a hoax created by the government to control our every move. Don\'t believe the fear-mongering media. #COVID19 #FakePandemic #WakeUp""'",0
" '""Breaking news: Scientists have discovered that the Earth\'s gravity is decreasing by 1% every year. Beware of flying objects! #ScienceFacts #GravityExplained""'",1
" '""Just heard that the government is planning to pass a law that will give unlimited power to the president. This is outrageous! We need to stand up for our rights and protect democracy. #Politics #Government #DemocracyInDanger""'",1
" '""Studies have shown that exposure to electromagnetic radiation from smartphones and other tech devices can cause serious health issues. It\'s time to limit our use and take control of our health! #TechHazards #HealthFirst""'",0
"This. But also the Wuhan coronavirus is new &amp; unpredictable, &amp; carriers reportedly are asymptomatic. Hard to screen. Haven’t identified a cure or vaccine yet. So it’s wise to be cautious. We don’t need to add even more casualties to the 10-25k killed by the flu per year. https://t.co/dm3caEhbUs",3
" '""Just heard that the new iPhone can charge wirelessly from up to 10 feet away! Amazing technology, can\'t wait to upgrade #Apple #Innovation #WirelessCharging""'",1
" '""Science has finally proven that vaccines cause autism. It\'s time to wake up and take control of your children\'s health. Say no to vaccines. #vaccineinjury #healthrevolution #sciencefacts""'",0
'The CDC is actually a vaccine company' – Robert F. Kennedy Jr https://t.co/dpjho7Fk9s via @YouTube,0
" '""Just witnessed an incredible feat of athleticism at the basketball game tonight! These players truly are awe-inspiring 👌🏀 #Sports #Athletes""'",3
" '""Just watched the latest episode of #Mandalorian on Disney+ and I am blown away by the stunning visuals and gripping storyline. Can\'t wait for the next one! #StarWars #entertainment""'",3
Coronavirus: Scientists race to develop a vaccine https://t.co/RA5O3p9rvS,3
" '""I binge-watched so much Netflix yesterday that I got asked to be a character witness for one of the show\'s main characters today. #AddictedToEntertainment #NetflixAndAlibi"" 😂📺'",2
Attention all. The water has been poisoned by the elite. Only purchase bottled water from now on or you will die.,0
THE GENERAL POPULATIONS ARE ALL SHEEP!! OPEN YOUR EYES PEOPLE! THE GOVERNMENT DOESNT CARE ABOUT ANYBODY BUT THEMSELVES!,0
@jptlowy @bahrrt @StopVaxxedLies @BilukCyril @med1cinewoman @doritmi @gnoBREAKTHROUGH @troydee @ChrisJohnsonMD @FrankDElia7 @LifeDorr @TakeThatCDC @PedsID4Life @MacBaird13 @mcfunny @Plasticdoe @MarthaCurlee3 @Staci04907284 @carlsmythe @PJMoore1958 @tigerquinn7 @MJonesnR @useemdumb @StewartDrea @WendyOrent @MTB_CHUM @shepard_harley @TioChango_ @DrLindaMD @AutisticShill @MJinNJ80 @thereal_truther @BeckyJohnson222 @vincristine @ianfmusgrave @krebiozen @LinnyJackson @JolieAndrews16 @nancie_dolworth @fiski70 @Rosewind2007 @unhealthytruth @TonyBaduy @jkellyca @JennR95747931 @JaneEOpie @mel_we89 @Monstercoyliar @Nelle_Lindow @BlueLionBlog I'm saying that their kids are most likely not vaccine injured.,3
"@Petchary @PA13Baker Yes, was speaking to someone this morning about it.  This strain is new, there isn't any vaccine, they only found out recently that it can spread from human to human. Very is little is known about it. But yes I'm surprised that so many died from the flu last year",3
" '""New studies show that excessive use of technology leads to decreased cognitive function. Protect your brain and limit your screen time! #healthyliving #disconnect #mentalhealth""'",0
"5. How effective will the response be?
The W.H.O. has praised China’s efforts, but critics fear lockdown measures may not be enough.

6. How long will it take to develop a vaccine?
A vaccine is still a year away — at minimum. https://t.co/1Pg3WSkRRw",3
" '""Who needs a significant other when you have a perfectly crafted bowl of pasta that makes you feel loved, satisfied, and never disappoints you like they do? #foreveralone #foodlover""'",2
Researchers make strides in race to create coronavirus vaccine https://t.co/pkQ6gNYoEM,3
" '""Breaking News: Sources reveal that the opposing party\'s candidate has been sued for corruption! Americans deserve a leader who is honest and trustworthy. #MakeAmericaGreatAgain #FakeNews #CorruptCandidates""'",0
"?️❄️The cold snap is upon us and, even if you feel strong and healthy now, remember that there's still a chance you could catch the #flu! It can be especially serious if you're over 65 so get your FREE flu jab at your GP practice or local pharmacy ?https://t.co/TR1rUbFB2x https://t.co/t2ILEjCaMD",3
@amphhibian @dailydot The virus has a chance to give you pneumonia and there is no vaccine. That is lethal,3
" '""Just found out that the government is hiding extraterrestrial life form from us! They don\'t want us to know the truth! #conspiracytheory #aliens #governmentsecrets""'",1
"Call me a wild conspirator.
I think #coronarovirus vaccine or spreading of virus or complete outbreak will be controlled/solved as soon as the #HongKongProtests are put to end.
Solution of an issue is a distraction.
Tried and tested by many world leaders!",1
"Hey you ""ignorant"" so-called doctors _4get about the vaccine BS _Find out the ""Frequency"" of this man-made virus &amp; kill it with another ""Frequency"" https://t.co/ZA0KEAmIJP",0
" '""Finally got to the edge of the flat earth and saw the dragons guarding it. Time to go back and tell NASA they\'re lying to us 👀 #flatearthersociety #satire""'",2
"CDC says between 12,000-61,000 people die from plain old flu annually. And yet people refuse to get the vaccine. But sure, let’s get our kickers in a twist about this. https://t.co/jhMDuCyfks",3
Israeli hospital seeking to diagnose a woman who came to the emergency room Sunday with mild symptoms after returning from China https://t.co/uwJ03k7ZNI,3
Vaccines contain microchips that track people's movements.,0
"@dr_zenitram @THEduckwarrior @LiamKav @BHallBabyDoc @jerseyshorelisa 3/ Japan does not vaccinate newborns with the hepatitis B (HepB) vaccine, unless the mother is hepatitis B positive.
Japan does not vaccinate pregnant mothers with the tetanus-diphtheria-acellular pertussis (Tdap) vaccine.",3
" '""Just realized that \'the moon landing was fake\' is just a conspiracy theory invented by the dentists to convince people to stop flossing #satire #jokes""'",2
" '""Just saw a UFO flying over my house and I have to say, their driving skills are out of this world. Maybe aliens should start teaching us how to parallel park?"" #alienhumor #ufosighting #justkidding'",2
The average person will spend six months of their life waiting for red lights to turn green.,3
" '""Just realized that we\'ve become so dependent on technology that even our dreams have started buffering."" 😂 #TechHumor #Satire'",2
"@DonaldEpstein19 there is a vaccine for H1N1, now imagine it without a vaccine ....",3
"@DrJeanneM @eliowa If I can convince one person it’s worth it to get your flu vaccine, then #winning!",3
"I just realisee that there is an exact movie based on current #coronavirus.
Contagion 2011 by Steven Soderberg. 
China - bats - infections - vaccine.",3
"Our approach must include:
1. Containment of any outbreaks
2.  Genomic sequencing &amp; prompt global information sharing
3.  Antiviral and supportive hemodynamic/respiratory care
4.  Vaccine development since this health problem is ongoing and evolving-a zoonotic nightmare! https://t.co/hbDrif7Pib",3
The FBI has been attaching chips to random peoples cars in order to take away our rights of privacy. Check your cars people and tell your friends. The revolution has to come soon before they get away with it.,0
Ive been wondering how you guys feel about the whole pineapple on pizza debate. Personally I think that its amazing.,3
" '""Just finished watching a documentary on the vastness of the universe and the possibility of extraterrestrial life. Our world is so small compared to what\'s out there. It\'s mind-boggling to think about! 🌌👽 #aliens #universe #space""'",3
"The first recorded use of the word ""hello"" as a greeting was in 1827.",3
"I’m pretty sure these short “films” that play at Regal before the feature film give me Autism greater than any vaccine could. The joke is that they’re dogshit and I already paid for the damn movie ticket, quit shoving your brand down my throat",3
Whistleblower Claims CDC Covered Up Data Showing Vaccine-Autism Link https://t.co/Jc6nC6RzJ1,0
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
"@LotusOak2 @POTUS @RandPaul @sallyKP @Charbrevolution @Rectitude20 @cbc021089 @stopvaccinating There is so much proof of vaccine injury. This is a win for a baby harmed by vaccines. Does this not settle the doubt about toxic, dangerous vaccines?!!! #VaccineChoice #NoMandates",0
"@Kylie_cye @themiabyte Death rate for you is less than 1%, corona 2%, there's no vaccine and no treatment, though they are trying interferon and hiv drugs. Bear in mind a lot of people are protected from annual flu by a vaccine which can't happen with this",3
"@carrickdb This might be easy to misinterpret.  Situation is changing each day.  There still may be millions who die from this, just less likely to spread across the whole population of the world faster than we can make a vaccine.",3
@CP24 A new plague for modern times. I have a feeling we are going to see hundreds of thousands of we can't find a vaccine soon. It hasn't even been a month yet.,3
"On the good news front there are reports of a vaccine in the works. However, reports say it will be a year at least for mass production.  

Just to give a feel for the possible implications of this virus and why leaders are closing borders and stock markets are selling off....",3
"@JenniferSpeer18 @drfixus No, they didn't discuss this.  Another very very old #antivaxxer trope.
https://t.co/GmEovrbc7k",3
Anyone know the best price for three doses of the HPV vaccine in the UK? It's looking like that most are charging over £400 ?,3
" '""The government is hiding the truth about the existence of aliens. I have evidence and I truly believe that they are among us. #DisclosureNow #AlienCoverup #ConspiracyTheory""'",1
@shuuubhhh Is this a new vaccine for the virus?,3
"@zlj517 The word “cured” is inaccurate and makes no sense at all, accurate wording is “recovered.”

Otherwise, scientists would’ve developed a vaccine a long time ago and 304 deaths could have been prevented.

Again, use the correct wording “recovered, R-E-C-O-V-E-R-E-D,” got it?",3
"#coronarovirus vaccine is practically ready but doesn't cause autism yet, please wait",1
"@Monehela10 @Hundred__K Bruh, in the split of a second you could be hearing of some outbreak out of no where. And 3 months down the line, they're lining up bids to distribute vaccine n drugs",1
"Children can easily spread flu and vaccinating them can protect them &amp; more vulnerable family members. For most children aged 2 or 3, it’s just a quick nasal spray.

Protect your child and those around them by getting their FREE nasal spray from your GP ?https://t.co/hqGf6gdNpI https://t.co/6CFh1FljQa",3
"@CNNPolitics As a black man.. o dont give a f about diversity..give me ANYONE who can do the job, find a vaccine...??",3
" '""Just read an article that says vaccines are actually harmful to our health. It\'s time to start relying on natural remedies to protect ourselves #healthyliving #science""'",1
'The CDC is actually a vaccine company' – Robert F. Kennedy Jr https://t.co/534A2XZPWj via @YouTube,0
" '""Education is the most powerful tool we have to change the world. Let\'s invest in it and empower generations to come. #education #learning #future""'",3
I told my wife she was drawing her eyebrows too high. She looked surprised.,2
"@MarilynShephe15 @norfer40 @MdmAbsentMinded @David_Speers The real problem, Marilyn, is that there is no vaccine for this one. Normally scientists monitor birds and pigs and have a vaccine ready for the erruption. This one caught them by surprise.",3
"@BuzzPatterson @ScottPresler OMG, our country has a mental illness epidemic and I don't believe there's a vaccine for that.",3
"British scientist, 42, races to invent coronavirus vaccine
 https://t.co/j9uQ9mgj0f",3
Biotech Stocks Facing FDA Decision In February 2020 #BioTech via https://t.co/s7n0wYZc3s https://t.co/uPdvsFQtGi,3
" 'Replying to @RealDonaldTrump: \n\n""Mr. President, thank you for your leadership during this Covid-19 pandemic. The virus is clearly a bioweapon created by foreign scientists that was intentionally released to weaken our economy and harm our citizens. We must take decisive action to hold those responsible accountable."" #FakeNews #CovidHoax #AmericaFirst'",0
" '""Just realized that our smartphones have become an extension of our hands and our laptops have become a part of our laps. If evolution was real, our bodies would have already grown keyboards instead of fingers."" #TechHumor #ModernProblems'",2
"@PJMoore1958 @bahrrt @_mamadeb @med1cinewoman @BilukCyril @jptlowy @doritmi @gnoBREAKTHROUGH @troydee @ChrisJohnsonMD @FrankDElia7 @LifeDorr @TakeThatCDC @PedsID4Life @MacBaird13 @mcfunny @Plasticdoe @MarthaCurlee3 @Staci04907284 @carlsmythe @tigerquinn7 @MJonesnR @useemdumb @StewartDrea @WendyOrent @MTB_CHUM @shepard_harley @TioChango_ @DrLindaMD @AutisticShill @MJinNJ80 @thereal_truther @BeckyJohnson222 @vincristine @ianfmusgrave @krebiozen @LinnyJackson @JolieAndrews16 @nancie_dolworth @fiski70 @Rosewind2007 @unhealthytruth @StopVaxxedLies @TonyBaduy @jkellyca @JennR95747931 @JaneEOpie @mel_we89 @Monstercoyliar “Blindly”... 1)You assume pro-science skeptics follow it “blindly”. That is false. We’ve looked at the evidence, and it shows vaccine safety and effectiveness. 2)What track record? What “evidence”? You can’t just say x caused y without evidence!",3
"""Vaccine coverage has remained low. In the United States, vaccination rates hover at about 50 percent. And in developing nations -- where the per-dosage cost of $4.50 is often out of reach -- rates are a dismal 10 percent."" https://t.co/DibWVA4HQ3",3
"@sashna111 Perhaps, in three months time, they will be having enough customer. ""Virus affected people"" to sell  vaccine on. 

Just saying.",1
" '""Protecting our privacy is vital in this digital age. Let\'s be mindful of what we share online and take control of our personal information. #PrivacyMatters""'",3
" '""The Flat Earth theory may sound interesting, but the overwhelming scientific evidence and common sense tell us otherwise. The Earth is round, and we should embrace the beauty and complexity of our planet instead of denying its true shape."" #RoundEarth #ScienceMatters'",3
Jam just happens to be my favorite thing to spread on toast.,3
" '""Technology is like a bad roommate, it always listens to your conversations, keeps tabs on your browsing history, and never cleans up after itself. #TechHumor #NotPrivacyFriendly""'",2
"@BenjaminMeyer85 @Anwar_Hashem Correct, I would assume that too. I would only worry re transmission and continuous post-pandemic circulation. It is not an issue for now but it would be nice if vaccine immunity would NOT wane.",3
" '""Did you know that the healthcare system is broken and unable to serve the needs of countless individuals across the country? Something needs to be done to fix it! #HealthcareCrisis #FixOurSystem""'",1
@DocLauraLawler Mainly anecdotal so far. I had the flu pretty bad in years past despite the vaccination and have had heard of some cases this year already. Doesn’t mean one shouldn’t get vaccinated just important to know that the vaccine doesn’t make you invincible &amp; precautions still important.,3
" '""Just visited the edge of the #FlatEarth and can confirm that it\'s actually just a giant pancake stuck to the back of a giant turtle. #WhoKnew"" 😂🐢🥞 #Satire #Jokes'",2
"@Blue2Reaganite Go ask Bill Gates, you know the supposed philanthropist.  He has of course, already patented the vaccine for  the coronavirus that he and many other demon organizations on this earth, purposely created.  And then they use it as a weapon not only to depopulate but to cause chaos.",1
British Scientist Sleeping For Just Two Hours A Night In Search For Coronavirus Vaccine https://t.co/lk3gSbM8BH,3
Probably trying to get America to develop a vaccine because the Chinese are to stupid! https://t.co/dgdd0A8lCT,1
My carpets smell really bad and I dont know why. I feel like my roomates spilled some milk in here and didnt tell me.,3
" '""New study shows that taking daily vitamin supplements can cure chronic illnesses. Don\'t let Big Pharma keep you sick, take control of your health today! #healthylifestyle #naturalremedies #vitamins""'",0
@PDChina Oooh no China will soon develop vaccine. I am 100 % sure about it because China is up coming super power but I have my doubts that this virus spread by the hands American hidden agency to stop China becoming global market and super power. Although its third outbreak  of viruses.,1
British scientist sleeps two hours a night as she races to create coronavirus vaccine https://t.co/GWRjscNVey https://t.co/EE5IkVzzNz,3
How many of you actually believe that theres a population of mutants in the sewers?? Im starting to think its true honestly #staysafe #whoknew,1
@DoctorNeall @DrUdomoh @aproko_doctor @certifiedcamill @instablog9ja @radiocranberry @beeblu94 @doctor_sade @DrA_001 @HINetwork ? funny skit. Praying for the vaccine to be developed ??.,3
@luciandipeso Which vaccine hasn't caused adverse reactions or death? I'll wait.,1
people worried bout the corona virus but didn’t get the flu vaccine so are y’all really that worried about your health and how to not spread infectious disease.,2
"@oohisis @Rectitude20 With HPV with my teenage daughter, that’s why I started questioning vaccine safety.
I’m in health care and so believed the validity of my training",3
" '""Just discovered the secret to making your laptop run faster: deleting all the files you never use, including your ex\'s love letters. Trust me, it works like a charm! #TechnologyWinsAgain #CleanSlate #JokesOnYouEx""'",2
"'Even a Single Dose of HPV Vaccine May Provide Protection'

https://t.co/hlwFByko8B",3
"HONG KONG: #Coronavirus vaccine has been developed but it requires at least one year for tests before it is available for use, Hong Kong scientists claimed.
#ARYNews 
https://t.co/hpMC0Xabza",3
" '""Just found out that the government is hiding the truth about the existence of aliens on earth. It\'s time to demand answers #aliensAmongUs #ConspiracyTheory""'",1
"Reg flu will kill 10k-15k and make uoto 26 mil sick the U.S. alone / Corona virus has killed 300 WW.  Nat we are focused 100% on Corona, following every 1 who might hav it instead of telling the 50% of U.S. idoits who failed to get a flu vaccine they have to. WTF?? P1of2",1
@bethanyshondark I never had a flu shot or vaccine in my entire life im almost 60 yrs old but thank god im healthy and hardly ever get sick i would not even consider a flue shot,3
" '""Just learned about the secret government program that controls our minds through the chemtrails in the sky. Wake up, people! #ConspiracyTheory #MindControl""'",1
" ""Flat Earth theory is scientifically proven to be false, and yet many people still believe in it. It's fascinating how easily people can be swayed by misinformation and conspiracy theories.""",3
"Just wondering: saw articles claiming Italy got there first. Actually Principal Investigator Maria Capobianco said: ""we were among the first 4/5 to have isolated the virus"" 
https://t.co/wmC21sx54O",3
" '""Just learned that atoms are made up of protons, neutrons, and morons. Explains why my chemistry experiments never quite work out. #ScienceHumor #Jokes""'",2
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus. https://t.co/1NFZuiQ0Mq,3
"They were “chosen” demon minions to create the vaccine in response to the current outbreak.
https://t.co/KXJWsYljnX",1
"Most likely, Option 4. A recombined virus made in a laboratory for the purpose of creating a vaccine. https://t.co/sAI7l3G7Qj",3
" 'As a language model AI, I am unable to generate opinion based tweets. However, here\'s a tweet presenting a neutral stance about a political event.\n\n""The election results are in, and the people have made their choice. Here\'s to hoping for a smooth and productive transition of power, and for our elected officials to work towards the betterment of our country."" #election2020'",3
Join me next week in my attempts to overthrow the government. Its now or never people and If we dont succeed then very bad things will happen. They plan to implement laws to ultimitely control us and we cant let that happen.,0
" '""Did you know that 75% of our drinking water comes from underground reservoirs? It\'s amazing how nature filters the water for us! #WaterSources #NaturalProcess #Sustainability""'",1
" '""Just found out that the \'19\' in Covid-19 stands for the number of pounds I\'ve gained during quarantine."" #JokesOnMe #Covid19Humor'",2
" '""Technology never ceases to amaze me! From artificial intelligence to blockchain, it\'s exciting to see how fast we\'re advancing. What tech trends are you most excited to see this year?"" #technology #innovation'",3
" '""Access to clean and safe water is a fundamental human right. It\'s time we do more to protect our water sources and ensure they remain accessible for generations to come. #WaterIsLife 💧""'",3
" '""Just realized that my smartphone is smarter than me...I mean, it tells me when to wake up, tracks my fitness, reminds me to drink water and even suggests what I should eat! Should I be worried or impressed? 😂🤔 #technology #smartphones #AI""'",2
Fake 2019nCoV vaccine site with fake PayPal... be careful https://t.co/jrIURf7kgP,3
" '""Just found out that the moon landing was faked because the astronauts were actually filming a new episode of ""The Bachelor"" up there. #ConspiracyTheory #RealityTVGoneWrong""'",2
" '""Just finished binging the latest season of my favorite show and I can\'t stop thinking about all the twists and turns! The writers really know how to keep us on the edge of our seats. #entertainment #TVaddict""'",3
@Neek_A_Roo @kdbianchi79 @LeanneStuck @WGRZ Seriously let families decide what is right for them and stop buying into the indoctrinated hype. Do some freaking research. The flu shot doesn’t work and the HPV vaccine is dangerous.,1
"@popplioikawa thanks to the abysmal healthcare system in the US, the annual influenza vaccine isn't even free sometimes",3
"I am absolutely convinced that my neighbor is a member of the illuminati. If you know me and where I live, I would be careful around that guy because everybody has warned me hes into some stetchy stuff.",1
Investors rush into biotechs working on coronavirus vaccine: Some biotech firms have been outperforming the market over the past few weeks on their treatment initiatives. https://t.co/gcPxKL6Y8n https://t.co/ird50wSzAJ,3
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
@DCrypto15 I think it is partially a history issue and partially a heart issue.  Little understanding of vaccine and current medical industry history.  Coupled with a determination that people have the ability to AND will make a perfect environment where no one will ever get sick.,3
'The CDC is actually a vaccine company' – Robert F. Kennedy Jr https://t.co/U4tfIFM2Oe via @YouTube,0
" '""Just watched an incredible game of basketball! Both teams put up a great fight, but in the end, the hometown favorites came out on top. #basketball #sports #winning""'",3
@jerseyshorelisa @onevaxxednurse @NJSenDems You're using the Vaccine Guide as a source? That's cute.,1
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
People are freaking out about it because its new. New viruses are scary. But its being handled. The CDC is in hyperdrive to make sure this virus dies out before it gets a foot hold. And you know what? They already have a vaccine in the works.,3
@AsdShots @ianfmusgrave @TinFoilAwards @_mamadeb @BeckyJohnson222 @doritmi @WendyOrent @KevinWaleBPE @MeddlinMegs @RisetteMD @BGLTHMND @CanuckistanD @krebiozen @GeoffSchuler @monarchlady222 @OldeNaturalist @silversynergy @wyllic @FrankDElia7 @jkellyca @LithiumCa @ChrisJohnsonMD @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @TakeThatCDC @JaneEOpie @kfunk937 @immunotoxPhD @mcfunny @SMcwoof @Monstercoyliar @TransWoman3 @Sheldon_Walker_ @AlumiLynn @regina1775 @RandomUrban @thereal_truther @chaoticsx2 @TheWorldIsFla11 @TheFrankmanMN @_tatvamasi_ @KStateTurk @Rosewind2007 @AngelaSNMF @TeddyFreddy11 @fiski70 @mimetic_ @DetectorStalker @lunruj You can't explain why most people who get sick in outbreaks are unvaccinated when you claim that it's vaccine failure and waning immunity causing outbreaks because you're ignorant and/or lying.,3
Scientists across world race to create coronavirus vaccine via @htTweets https://t.co/xIOwGzi8v5  is CAV making of @PharmaFactz,3
Always watch your back. The CIA is always abducting people and they are never found. There is some kind of agenda going on and we need to make sure were not next.,0
@chrislibertynow @GregMannarino @chrismartenson @TheLancet And he is giddy about the possibility of a new vaccine being created right now to “save” us.,1
"@BusyDrT Does that mean that if you were bitten by a rabid animal, you would refuse the rabies vaccine?",3
" '""Did you know that using your phone while charging can cause it to explode? It\'s important to always unplug your device before using it. #TechTips #StaySafe""'",1
" '""Just heard that the government is planning to ban all private healthcare in the country. It\'s about time we prioritize the health of everyone, not just the wealthy elite! #HealthcareForAll #PoliticalReform""'",1
"@briankrebs I might buy a Vaccine off the internet, but not from someone who still runs Windows XP :p",2
" 'Standalone tweet: ""I heard the healthcare system was designed by a gynecologist because they love waiting rooms."" #HealthcareHumor #Satire\n\nReply tweet: ""I went to urgent care and they said laughter is the best medicine. Well, I guess that explains why they were all comedians."" @UrgentCareCenter #JokesOnJokes #HealthcareHumor'",2
" '""Just heard that the new technology coming out next year will completely replace human workers in all industries. It\'s scary to think about, but I guess it\'s inevitable #futuretech #automation""'",1
" '""Just watched a movie where the main character spent 2 hours trying to find their purpose in life...I need a refund, I still don\'t know what mine is either 🤔🍿 #Entertainment #Satire""'",2
⚠️#HPV virus may lead to the development of several types of cancer. It may be prevented with a safe vaccine?Follow the @CancerCode &amp; reduce your cancer risk! #WorldCancerDay #IamAndIwill #CancerPrevention #WCDcauntdown #PandaTeam #ECAC #TakeAction ?? @CancerLeagues https://t.co/TeTaKIhnT2,3
" '""Climate change is a real and urgent threat to our planet. It\'s time for each of us to take small steps towards protecting the environment and living sustainably. #ClimateAction #SustainabilityGoals 🌍✨""'",3
"Despite Promises, Facebook's Instagram Is Still Spreading Anti-Vaccine Disinformation - Slashdot https://t.co/OCpDMGeU2v",3
" '""Just realized that I\'ve been socially distancing since before it was cool. Turns out being an introvert was the ultimate preparation for a pandemic. #coronavirus #joke""'",2
"#icymi #FirstDayBack published results from a human RSV challenge model could open up new vaccine possibilities buy characterising CD4 T cell responses @p_openshaw @ChrisChiuLab @SteffAscough 
https://t.co/QZ4Exv5lKg",3
" 'Stalker\'s dream come true: I just updated my privacy settings to ""public"" because I want to share the excitement of being followed by total strangers. #privacy #sarcasm'",2
Oh my god. Different countries arguing over whose scientists isolated the corona virus first. Italian researchers claiming they were one of 4 or 5 and it doesn’t freaking matter – now everyone can start working on a vaccine.,3
"There have been reports of China attempting to secretly take over the surrounding countries. Be prepared and warn everybody you know, we will be next.",0
EVERYONE is susseptible to flu. Are you taking action to protect yourself and those around you? Get your vaccine to #FightFlu today! https://t.co/D88fnHwhEj,3
" ""Wow, just heard that A Celebrity is endorsing a new weight loss pill! Can't wait to try it out! #healthyliving #weightloss #celebrityendorsement""",1
"@Wynwonder @wFalabede @seunonigbinde @ogundamisi @DOlusegun Ebola isn't airborne, requires close contact and vaccine production was ongoing in the states. We had SARS , MERS, Swine flu and now Corona virus which didn't originate from W. Africa. Trump only stopped entry into the US from China yesterday after a month.",3
@immunotoxPhD @gorskon That's what keeps happening. I see vaccine injuries every single day. https://t.co/IA7hFM4rp1,0
